Gender,Religious Affiliation,Visa Type,Nation of Birth,Nation of Citizenship,Residence Hall/Commuter,# Prev Terms in Res Hall,Current Time Status,Level,Class,Student Type,Program,Outcome,majr,GPA (Inst),GPA Credits (Inst),New/Returning
Male,Roman Catholic,F1,Canada,Canada,Commuter,0,Full-Time,Graduate,L2 - Law Year 2,Continuing Student,(LW_GR_JD) JD - School of Law,JD - Juris Doctor,(LAWS) Law,3.07,53,Returning
Female,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BSCPE) Undeclared BSCPE,BSCPE - BS in Computer Engineering,(COEN) Computer Engineering,3.11,45,Returning
Female,Roman Catholic,F1,El Salvador,El Salvador,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(LW_GR_MSL) Master in the Study of Law,MSL - Master of Studies in Law,(LMCO) Org. Ethics & Compliance,3.12,13.5,Returning
Male,American Indian Religions,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(ET_GR_MS) MS - Engineering & Tech. Mgmt.,MS - Master of Science,(MSTM) Technology Management,3.13,30,Returning
Male,Baptist,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.14,27,Returning
Female,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,FR - UG Freshman,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(UNDC) Undecided,3.14,20,Returning
Male,Muslim,F1,Sudan,Sudan,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_FT_MBA) Full-Time MBA,MBA - Master-Business Administration,(FTMB) Business Administration,3.15,36.5,Returning
Female,,F1,Norway,Norway,Commuter,1,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(ECON) Economics,3.15,36,Returning
Male,,F1,China,China,Commuter,1,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(HIST) History,3.15,74,Returning
Male,Decline to Respond,F1,India,India,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.16,33,Returning
Male,Chinese Religions,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,3.17,12,Returning
Male,Roman Catholic,F1,China,China,Commuter,2,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BSEE) Undeclared BSEE,BSEE - BS in Electrical Engineering,(EEE1) Electrical Engineering,3.17,29,Returning
Male,Lutheran (non-ELCA),F1,Canada,Canada,Commuter,0,Full-Time,Graduate,L3 - Law Year 3,Continuing Student,(LW_GR_JD) JD - School of Law,JD - Juris Doctor,(LAWS) Law,3.17,59,Returning
Male,Roman Catholic,F1,"Korea, Republic of","Korea, Republic of",Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_GR_CER) CERT -  Graduate Business,CER - Post-Baccalaureate Certificate,(BUAT) Business Analytics,3.18,59.5,Returning
Female,No Religious Affiliation,F1,Viet Nam,Viet Nam,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.18,21,Returning
Male,Chinese Religions,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.2,12,Returning
Male,,F1,Swaziland,Swaziland,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.2,15,Returning
Female,Decline to Respond,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.2,30,Returning
Female,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BS) Undeclared BS,BS - Bachelor of Science,(NSCI) Neuroscience,3.2,28,Returning
Female,,F1,Norway,Norway,Commuter,1,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(XVET) Pre-Veterinary Medicine,3.2,32,Returning
Female,,F1,Peru,Peru,Commuter,1,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUEN) Bus Admin - Entrepreneurship,3.2,64,Returning
Female,Decline to Respond,F1,China,China,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.21,30,Returning
Female,Decline to Respond,F1,Ethiopia,Ethiopia,Commuter,0,"Three-Quarter Time ""Q""",Graduate,L3 - Law Year 3,Continuing Student,(LW_GR_JD) JD - School of Law,JD - Juris Doctor,(LAWS) Law,3.21,28,Returning
Male,,F1,China,China,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(CSBS) Computer Science (BS),3.21,104,Returning
Female,No Religious Affiliation,F1,Netherlands,Netherlands,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(BU_UG_BA) Declared BA Coll of Bus,BA - Bachelor of Arts,(BUMK) Bus Admin - Marketing Mgmt,3.21,48,Returning
Male,Methodist,F1,Cote d'Ivoire,Cote d'Ivoire,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.22,15,Returning
Male,,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,3.22,91,Returning
Male,Episcopalian,F1,Uganda,"Tanzania, United Republic of",Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BUMK) Bus Admin - Marketing Mgmt,3.22,32,Returning
Male,Hindu,F1,Nepal,Nepal,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.23,18,Returning
Male,Decline to Respond,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,3.23,9,Returning
Male,Hindu,H1,India,India,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_CER) Cert - Software Engineering,CER - Post-Baccalaureate Certificate,(BUAN) Business Analysis,3.23,9,Returning
Female,Baptist,F1,China,China,Commuter,0,No hours,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_CER) Cert - Software Engineering,CER - Post-Baccalaureate Certificate,(BUAN) Business Analysis,3.24,45,Returning
Female,,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,3.25,82,Returning
Female,Hindu,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_FT_MBA) Full-Time MBA,MBA - Master-Business Administration,(FTMB) Business Administration,3.25,36.5,Returning
Male,Roman Catholic,F1,Ireland,Ireland,St. Mark's Parish,2,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(DV_SM_DIV) M.Div. - Seminary,DIV - Master of Divinity,(XTHL) Formation,3.25,37,Returning
Female,,F1,Cambodia,Cambodia,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(ECON) Economics,3.26,32,Returning
Female,No Religious Affiliation,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.3,3,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(CSBS) Computer Science (BS),3.3,48,Returning
Male,,F1,Cote d'Ivoire,Cote d'Ivoire,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.32,12,Returning
Male,No Religious Affiliation,F1,China,China,Commuter,1,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,3.32,104,Returning
Male,Hindu,H1,India,India,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_PT_MBA) MBA - Part-Time MBA,MBA - Master-Business Administration,(PTMB) Business Administration,3.32,42,Returning
Female,Hindu,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_FT_MBA) Full-Time MBA,MBA - Master-Business Administration,(FTMB) Business Administration,3.33,36.5,Returning
Male,Decline to Respond,F1,Bangladesh,Bangladesh,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.34,46,Returning
Male,No Religious Affiliation,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.34,21,Returning
Female,Other Christian,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.35,12,Returning
Male,,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.35,12,Returning
Male,No Religious Affiliation,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,3.35,6,Returning
Female,Other Christian,F1,Honduras,Honduras,Commuter,0,"Three-Quarter Time ""Q""",Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(BIOS) Biology (BS),3.35,100,Returning
Male,,F1,China,China,Commuter,1,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,3.35,56,Returning
Male,,F1,China,China,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UG_BS) Declared BS Arts & Sci,BS - Bachelor of Science,(BIOS) Biology (BS),3.35,68,Returning
Female,Decline to Respond,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.36,51,Returning
Female,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SW_GR_MSW) MSW - Social Work,MSW - Master of Social Work,(MSWA) Social Work Advanced Standing,3.36,33,Returning
Male,Other Christian,F1,Nigeria,Nigeria,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(CSIC) Information Systems (IS),3.36,56,Returning
Male,Muslim,F1,Pakistan,Pakistan,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.38,18,Returning
Female,Decline to Respond,F1,,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.38,36,Returning
Male,Decline to Respond,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.41,67,Returning
Male,Decline to Respond,F1,India,India,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.42,45,Returning
Female,,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.42,12,Returning
Female,Decline to Respond,F1,Nepal,Nepal,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.43,9,Returning
Male,Hindu,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,3.43,9,Returning
Male,Roman Catholic,F1,Nigeria,Nigeria,St. Paul Sem Residence,6,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(DV_SM_DIV) M.Div. - Seminary,DIV - Master of Divinity,(MDIV) Divinity - Seminarians,3.43,87,Returning
Female,Hindu,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.44,21,Returning
Female,Hindu,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.44,21,Returning
Female,Hindu,H1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.44,15,Returning
Female,,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.45,18,Returning
Female,,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.45,18,Returning
Male,Roman Catholic,F1,Uganda,Uganda,St. Paul Sem Residence,3,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(DV_SM_DIV) M.Div. - Seminary,DIV - Master of Divinity,(MDIV) Divinity - Seminarians,3.46,37,Returning
Female,,F1,Rwanda,Rwanda,Morrison Residence Hall,6,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(AS_UG_BA) Declared BA Arts & Sci,BA - Bachelor of Arts,(PHLS) Public Health Studies,3.47,102,Returning
Male,Hindu,H1,India,India,Commuter,0,Less than Half-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_PT_MBA) MBA - Part-Time MBA,MBA - Master-Business Administration,(PTMB) Business Administration,3.47,21,Returning
Male,No Religious Affiliation,F1,China,China,Commuter,3,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.48,21,Returning
Female,No Religious Affiliation,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.48,21,Returning
Female,Muslim,F1,Kenya,Kenya,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BUIB) Bus Admin - Intl Business,3.48,28,Returning
Female,,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_FT_MBA) Full-Time MBA,MBA - Master-Business Administration,(FTMB) Business Administration,3.48,36.5,Returning
Male,Baptist,F1,China,"Hong Kong, SpecAdminRegofChina",Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.49,30,Returning
Female,,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.49,24,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,2171 Grand Residence,3,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.5,39,Returning
Female,Decline to Respond,F1,China,China,2171 Grand Residence,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,3.5,24,Returning
Male,Muslim,F1,Saudi Arabia,Sudan,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(ET_GR_MS) MS - Engineering & Tech. Mgmt.,MS - Master of Science,(MSTM) Technology Management,3.5,18,Returning
Female,Hindu,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,3.5,18,Returning
Female,Methodist,F1,Singapore,Singapore,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,3.5,30,Returning
Male,,F1,"Macao, SpecAdminRegionofChina","Hong Kong, SpecAdminRegofChina",Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(ED_EL_MA) MA - Ed. Leadership,MA - Master of Arts,(EDSA) Leadership In Student Affairs,3.5,6,Returning
Female,Other Christian,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.5,6,Returning
Male,No Religious Affiliation,F1,Norway,Norway,Commuter,0,Full-Time,Undergraduate,JR - UG Junior,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BULM) Bus Admin - Leadership& Mgmt,3.5,32,Returning
Male,,FN,Ethiopia,Ethiopia,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(ET_GR_NDO) Non-Degree - Eng. & Tech. Mgmt,NDO - No Degree Offered,(NDND) Non-Degree,3.5,6,Returning
Female,Other Christian,F1,Uganda,Uganda,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.51,27,Returning
Female,,F1,Cote d'Ivoire,Cote d'Ivoire,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.51,13.5,Returning
Male,Hindu,H1,India,India,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.51,30,Returning
Male,Other Christian,F1,Nigeria,Nigeria,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.52,33,Returning
Female,No Religious Affiliation,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.52,30,Returning
Female,Other Christian,F1,Ghana,Ghana,2175 Grand Residence,3,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.52,21,Returning
Male,Hindu,H1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_PT_MBA) MBA - Part-Time MBA,MBA - Master-Business Administration,(PTMB) Business Administration,3.52,22.5,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(ED_OL_EDD) Ed.D. - Org. Learning & Dev.,EDD - Doctor of Education,(LHOD) Organization Development,3.53,99,Returning
Female,Chinese Religions,F1,China,China,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.53,36,Returning
Female,Other Christian,F1,Zimbabwe,Zimbabwe,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.53,24,Returning
Female,Roman Catholic,F1,Uganda,Uganda,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SW_GR_MSW) MSW - Social Work,MSW - Master of Social Work,(MSWA) Social Work Advanced Standing,3.53,30,Returning
Male,Chinese Religions,F1,China,China,Commuter,2,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.54,15,Returning
Male,Chinese Religions,F1,China,China,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.55,33,Returning
Male,,F1,"Congo, Democratic Rep of the","Congo, Democratic Rep of the",Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(ET_GR_MS) MS - Engineering & Tech. Mgmt.,MS - Master of Science,(MSYE) Systems Engineering,3.55,18,Returning
Female,Presbyterian,F1,Swaziland,Ghana,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.55,27,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.55,33,Returning
Male,,F1,China,China,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(ECON) Economics,3.55,36,Returning
Female,Decline to Respond,F1,India,India,Commuter,4,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.56,33,Returning
Female,Buddhist,F1,Viet Nam,Viet Nam,Commuter,2,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(ED_EL_MA) MA - Ed. Leadership,MA - Master of Arts,(EDSA) Leadership In Student Affairs,3.56,27,Returning
Male,No Religious Affiliation,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(ED_SE_LIC) Licensure - Special Ed.,LIC - Licensure,(SPAS) Autism Spectrum Disorders,3.56,18,Returning
Male,Muslim,F1,Saudi Arabia,Saudi Arabia,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(ED_SE_MA) MA - Special Ed.,MA - Master of Arts,(SPEC) Early Childhood Special Educ,3.56,9,Returning
Male,Roman Catholic,F1,Ecuador,Ecuador,Morrison Residence Hall,2,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(SOCI) Sociology,3.56,32,Returning
Male,Roman Catholic,F1,Viet Nam,Viet Nam,Commuter,2,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BSME) Undeclared BSME,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,3.56,33,Returning
Male,No Religious Affiliation,F1,China,China,Commuter,0,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(BUMK) Bus Admin - Marketing Mgmt,3.57,28,Returning
Male,Orthodox Christian,F1,Ethiopia,United Kingdom,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(ET_GR_MS) MS - Engineering & Tech. Mgmt.,MS - Master of Science,(MSEE) Electrical Engineering,3.58,24,Returning
Male,Other Christian,F1,Canada,Canada,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(PS_GR_PSD) Psy.D. - Prof. Psychology,PSD - Doctor of Psychology,(CPSY) Counseling Psychology,3.58,45,Returning
Female,Other Christian,F1,Uganda,Uganda,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSIT) Information Technology,3.6,33,Returning
Male,,F1,Cote d'Ivoire,Cote d'Ivoire,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.6,15,Returning
Female,Other Christian,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.6,21,Returning
Male,Chinese Religions,F1,China,China,Commuter,1,Full-Time,Undergraduate,SO - UG Sophomore,Continuing Student,(AS_UN_BA) Undeclared BA,BA - Bachelor of Arts,(CSIA) Computer Science,3.6,48,Returning
Male,Chinese Religions,H1,China,China,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_PT_MBA) MBA - Part-Time MBA,MBA - Master-Business Administration,(PTMB) Business Administration,3.6,31.5,Returning
Female,Muslim,F1,Indonesia,Indonesia,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_BA_MS) MS - Business Analytics,MS - Master of Science,(BUAT) Business Analytics,3.61,18,Returning
Female,,F1,El Salvador,El Salvador,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ED_UG_BA) Declared BA Sch of Ed,BA - Bachelor of Arts,(ELEM) Elementary Education (K-6),3.61,40,Returning
Male,,F1,China,China,Commuter,0,Half-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.62,79,Returning
Male,Baptist,F1,China,China,Commuter,0,Full-Time,Undergraduate,SR - UG Senior,Continuing Student,(ET_UG_BSME) Declared BSME Coll of Eng,BSME - BS in Mechanical Engineering,(EGM1) Mechanical Engineering,3.62,52,Returning
Female,Hindu,H4,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSDS) Data Science,3.62,21,Returning
Female,Decline to Respond,F1,Zimbabwe,Zimbabwe,Commuter,0,Full-Time,Graduate,GR - Graduate Student,New First Time Student,(SE_GR_CPM) Cert (Post-Masters)-Soft. Eng.,CPM - Post-Masters Certificate,(SEAS) Advanced Study,3.63,45,Returning
Female,,F1,China,China,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(SE_GR_MS) MS - Software Engineering,MS - Master of Science,(MSSE) Software Engineering,3.63,24,Returning
Male,Hindu,F1,India,India,Commuter,0,Full-Time,Graduate,GR - Graduate Student,Continuing Student,(BU_FT_MBA) Full-Time MBA,MBA - Master-Business Administration,(FTMB) Business Administration,3.64,39.5,Returning
